7853-56988-0370	-6.24261914022	-15.3711664619	-5.82308885482	4308.0527249	28635998.0708	3166.67929897
7853-56988-0325	-0.340095667516	6.04577377018	-0.702568939982	19.261306101	0.0296560892997	24.9157380276
7864-56979-0441	1.00067502122	-9.17819765275	1.5042830748	1.81423509599	83843.6903851	1.18102433254
7864-56979-0618	-1.92940347535	-3.31776574756	-2.6500735227	65.0931564109	208.812154601	130.443197334
7864-56979-0710	0.643344409059	1.57236750932	-0.311050221466	4.39882537947	1.55053647983	8.42550684735
7864-56979-0220	0.371728748323	0.119109932174	-1.11888358804	5.03803258711	8.89853760433	26.9908465617
7854-56989-0326	-5.25445810023	-15.5855791987	-4.78010769899	2510.12388453	79525689.4706	1805.91771597
7865-56955-0748	-1.36660737252	-2.66334342134	-0.433950022946	35.8650999109	161.523714391	19.8114581969
7868-57006-0512	2.02164223166	6.9650259232	-0.987703991659	2.61429008779	0.0128387292572	36.3644390789
7855-57011-0082	-5.03998320395	-4.61853619639	-1.14900478635	596.670173754	544.903416331	16.3347675645
7868-57006-0716	-0.185479489388	-1.57619903607	-0.127750196211	9.93849469919	42.764545328	10.560731418
7868-57006-0904	1.18455058415	0.288358041437	-0.870940801961	0.853053880776	2.50956952398	10.292918541
7870-57016-0508	-7.69317117515	-13.3149932449	2.48707732633	21685.8407314	5197084.08598	0.9029677898
7870-57016-0432	-1.9414008565	-3.39104025482	-4.1220036533	141.835914646	387.170940315	1002.49054046
7870-57016-0855	-6.48647846728	-6.44807369921	-6.18247861178	7796.28336183	7343.88772919	5646.16888686
7870-57016-0080	-4.88721886007	-6.90600056985	-4.71527999891	680.066929334	4718.97391386	707.696718789
7870-57016-0962	1.79522701726	-0.0652043834646	6.59960871392	0.834411359249	6.12472748048	0.00581366171621
7875-56980-0754	0.519471391452	-15.8158681655	-6.96940242595	13.9078991152	135135448.977	20037.5887664
7876-57002-0324	-3.15155341933	1.62538806536	0.305046758902	537.338799151	4.44540512333	17.5674865436
7876-57002-0916	2.52685440427	-2.4362288293	2.39784377549	1.29475978387	114.582954648	1.22329583929
7818-56989-0365	0.211705597184	5.95725383282	-1.13358113522	8.6234602819	0.0227765504203	25.6342333615
7818-56989-0768	-1.66526583229	1.42271198561	-0.543535199352	49.5915626703	1.66793127553	12.8996375636
7860-57006-0296	1.2855153977	-12.2967698177	-2.24149105202	2.43638060424	1339006.89287	64.0501506141
7847-57012-0178	0.0990968120262	-5.82944459799	-7.54238794351	20.3383660364	5630.72331827	29256.3448108
7843-56902-0154	-4.17435291105	-5.05853948122	-3.08553758069	552.8312273	1773.90436217	216.922093363
7844-56982-0716	0.33521081796	-9.75835021417	-1.12388046566	6.92866674689	149493.335569	40.3446941566
