Less than Three epochs:   23.02459	  23.58860	  2.5151	[(5107, 55940, 770), (7687, 57007, 478)]
Less than Three epochs:   28.21553	  27.18742	  1.9944	[(6268, 56245, 224), (7689, 57743, 26)]
Less than Three epochs:   25.61335	  28.26974	  2.9237	[(6267, 56279, 124), (7689, 57743, 585)]
Less than Three epochs:   26.74816	  27.93005	  3.1401	[(6266, 56223, 930), (7689, 57743, 638)]
Less than Three epochs:   29.57504	  25.28049	  2.8806	[(5697, 55944, 144), (7690, 57046, 11)]
Less than Three epochs:   28.72799	  24.80874	  2.4583	[(5697, 55944, 340), (7690, 57046, 134)]
Less than Three epochs:   27.25657	  25.83039	  3.3198	[(5696, 55946, 814), (7690, 57046, 567)]
Less than Three epochs:   27.64945	  26.57808	  3.1146	[(7690, 57046, 628), (6268, 56245, 330)]
Less than Three epochs:   28.51889	  26.00571	  2.4528	[(7690, 57046, 808), (5696, 55946, 1000)]
Less than Three epochs:   29.95672	  24.41514	  2.4470	[(5114, 55883, 634), (7692, 57064, 448)]
Less than Three epochs:   29.95286	  24.57592	  3.2114	[(7692, 57064, 450), (5697, 55944, 88)]
Less than Three epochs:   31.25184	  25.02256	  2.4195	[(7692, 57064, 845), (5114, 55883, 861)]
Less than Three epochs:    5.96301	  27.90639	  2.2983	[(7693, 57361, 578), (6277, 56273, 58)]
Less than Three epochs:    6.85137	  29.13528	  3.0668	[(7693, 57361, 701), (6274, 56550, 680)]
Less than Three epochs:    5.65979	  27.59257	  2.8397	[(7694, 57359, 6), (6280, 56570, 623)]
Less than Three epochs:    4.77042	  27.46507	  2.0382	[(7694, 57359, 152), (6277, 56273, 232)]
Less than Three epochs:    3.53535	  27.32527	  0.0983	[(7694, 57359, 347), (6276, 56269, 755)]
Less than Three epochs:    2.73999	  27.63499	  2.2383	[(7135, 56564, 98), (7694, 57359, 476)]
Less than Three epochs:  359.86250	  28.70512	  3.1722	[(6511, 56540, 878), (7696, 57655, 146)]
Less than Three epochs:    0.47970	  29.37132	  3.8415	[(7134, 56566, 342), (7696, 57655, 965)]
Less than Three epochs:  356.77038	  27.96459	  3.1197	[(6515, 56536, 238), (7697, 57574, 542)]
Less than Three epochs:  357.45274	  28.03401	  3.0630	[(6515, 56536, 70), (7697, 57574, 704)]
Less than Three epochs:  357.92328	  27.63224	  0.8721	[(6517, 56563, 664), (7697, 57574, 762)]
Less than Three epochs:  355.13563	  27.82007	  3.8049	[(6514, 56487, 52), (7698, 58013, 448)]
Less than Three epochs:  356.35442	  28.78231	  2.9124	[(6515, 56536, 725), (7698, 58013, 780)]
Less than Three epochs:  354.90682	  25.23123	  0.0000	[(6305, 56563, 841), (7699, 57574, 1)]
Less than Three epochs:  355.79421	  25.66836	  1.9556	[(6516, 56571, 246), (7699, 57574, 91)]
Less than Three epochs:  354.23012	  27.93210	  3.0844	[(6514, 56487, 218), (7699, 57574, 623)]
Less than Three epochs:  353.83319	  28.96821	  2.3608	[(6514, 56487, 690), (7700, 58016, 833)]
Less than Three epochs:  354.47571	  28.68507	  2.4549	[(6514, 56487, 856), (7700, 58016, 948)]
Less than Three epochs:  352.54622	  25.79199	  2.1483	[(7701, 57356, 192), (6304, 56570, 850)]
Less than Three epochs:  351.53792	  26.84997	  2.2689	[(7701, 57356, 640), (6587, 56537, 100)]
Less than Three epochs:  349.87075	  27.88364	  2.7705	[(6289, 56559, 1000), (7702, 58017, 390)]
Less than Three epochs:  349.54900	  28.35634	  2.1915	[(6583, 56566, 374), (7702, 58017, 574)]
Less than Three epochs:  350.22399	  29.47068	  2.1400	[(6583, 56566, 820), (7702, 58017, 782)]
Less than Three epochs:  351.28018	  29.28789	  3.2097	[(6583, 56566, 78), (7702, 58017, 904)]
Less than Three epochs:  350.60991	  26.87440	  2.1068	[(6587, 56537, 288), (7703, 57333, 944)]
Less than Three epochs:  349.31073	  27.42889	  2.7931	[(6289, 56559, 126), (7704, 57572, 8)]
Less than Three epochs:  348.31141	  27.21425	  2.6941	[(6289, 56559, 300), (7704, 57572, 170)]
Less than Three epochs:  349.12775	  28.04456	  3.3736	[(6289, 56559, 894), (7704, 57572, 971)]
Less than Three epochs:  347.64096	  25.05208	  2.1748	[(6589, 56536, 956), (7705, 57332, 54)]
Less than Three epochs:  347.57535	  25.57480	  2.3236	[(7705, 57332, 134), (6302, 56565, 142)]
Less than Three epochs:  347.13684	  24.59209	  2.1462	[(6589, 56536, 892), (7705, 57332, 243)]
Less than Three epochs:  345.79564	  26.20584	  2.3891	[(6582, 56274, 76), (7706, 57575, 130)]
Less than Three epochs:  345.77596	  27.48082	  2.6740	[(6292, 56566, 420), (7706, 57575, 156)]
Less than Three epochs:  344.51278	  28.30765	  2.2010	[(6293, 56561, 278), (7706, 57575, 592)]
Less than Three epochs:  344.59211	  27.55700	  2.8497	[(6582, 56274, 754), (7706, 57575, 616)]
Less than Three epochs:  330.50842	  29.36645	  2.2888	[(5966, 56101, 142), (7707, 57663, 150)]
Less than Three epochs:  329.10344	  29.09576	  2.4192	[(5966, 56101, 388), (7707, 57663, 420)]
Less than Three epochs:  329.64611	  30.40819	  3.1358	[(5966, 56101, 714), (7707, 57663, 710)]
Less than Three epochs:  332.33531	  28.92480	  3.1048	[(5961, 56460, 255), (7708, 57664, 166)]
Less than Three epochs:  333.02632	  30.90659	  3.0923	[(5954, 56462, 384), (7708, 57664, 925)]
Less than Three epochs:  336.27280	  31.39969	  2.1115	[(6510, 56486, 279), (7711, 57667, 744)]
Less than Three epochs:  337.72802	  30.49895	  2.7323	[(6586, 56485, 772), (7711, 57667, 993)]
Less than Three epochs:    7.58291	  35.39194	  2.3566	[(7132, 56565, 816), (7713, 58096, 520)]
Less than Three epochs:    7.80181	  35.76559	  2.8074	[(7132, 56565, 846), (7713, 58096, 521)]
Less than Three epochs:    8.33671	  35.39257	  2.1445	[(7132, 56565, 80), (7713, 58096, 614)]
Less than Three epochs:    9.80478	  29.58778	  2.1422	[(6252, 56248, 820), (7714, 57363, 35)]
Less than Three epochs:    8.51338	  29.84503	  3.2423	[(7714, 57363, 238), (6252, 56248, 530)]
Less than Three epochs:    8.93372	  30.48473	  2.9335	[(7714, 57363, 830), (6252, 56248, 627)]
Less than Three epochs:   11.13988	  31.91194	  2.9027	[(6529, 56535, 802), (7715, 57364, 1000)]
Less than Three epochs:   12.52319	  32.82042	  3.2658	[(6872, 56540, 649), (7716, 58097, 5)]
Less than Three epochs:   10.57778	  34.24860	  3.0933	[(6873, 56541, 794), (7716, 58097, 678)]
Less than Three epochs:   13.58466	  34.85647	  2.3966	[(6874, 56550, 881), (7717, 58100, 68)]
Less than Three epochs:   12.50406	  35.43595	  1.8016	[(6874, 56550, 636), (7717, 58100, 769)]
Less than Three epochs:   12.37495	  28.85883	  2.3860	[(7718, 57362, 47), (6254, 56268, 244)]
Less than Three epochs:   10.56361	  29.91746	  2.5645	[(7718, 57362, 438), (6254, 56268, 519)]
Less than Three epochs:   10.82107	  30.72867	  2.2384	[(7718, 57362, 636), (6254, 56268, 555)]
Less than Three epochs:   10.80856	  30.12486	  3.1545	[(7718, 57362, 658), (6254, 56268, 530)]
Less than Three epochs:   15.88681	  33.12351	  3.3171	[(6593, 56270, 802), (7720, 58101, 58)]
Less than Three epochs:   15.33085	  34.49297	  2.5452	[(6595, 56569, 278), (7720, 58101, 844)]
Less than Three epochs:   15.50714	  30.10847	  2.5072	[(7721, 57360, 79), (6260, 56568, 462)]
Less than Three epochs:   24.98977	  32.76053	  2.9808	[(6602, 56571, 96), (7732, 58108, 466)]
Less than Three epochs:   25.26472	  34.08493	  2.8815	[(6602, 56571, 965), (7732, 58108, 596)]
Less than Three epochs:   26.30391	  34.19610	  2.7749	[(6604, 56337, 666), (7732, 58108, 791)]
Less than Three epochs:   26.10929	  30.56566	  2.0129	[(6269, 56246, 546), (7733, 58103, 830)]
Less than Three epochs:   28.15521	  31.17916	  3.2678	[(6603, 56567, 380), (7734, 58133, 136)]
Less than Three epochs:   28.02182	  32.08693	  3.0687	[(6603, 56567, 630), (7734, 58133, 862)]
Less than Three epochs:   28.48378	  31.69811	  2.4452	[(6603, 56567, 272), (7734, 58133, 928)]
Less than Three epochs:   27.51996	  29.50810	  2.2288	[(6269, 56246, 158), (7736, 57728, 525)]
Less than Three epochs:   31.19104	  30.47192	  1.8320	[(6605, 56565, 123), (7737, 57722, 126)]
Less than Three epochs:   31.06054	  30.56486	  2.1255	[(6605, 56565, 122), (7737, 57722, 136)]
Less than Three epochs:   30.92741	  30.04676	  2.1021	[(6271, 56304, 984), (7737, 57722, 166)]
Less than Three epochs:   30.44498	  30.23489	  3.2240	[(6271, 56304, 924), (7737, 57722, 247)]
Less than Three epochs:   32.26684	  29.81154	  2.3221	[(6273, 56243, 775), (7738, 58100, 404)]
Less than Three epochs:    6.98629	  30.99589	  2.6830	[(7128, 56567, 936), (7741, 58078, 134)]
Less than Three epochs:    6.15271	  30.31115	  2.9292	[(7128, 56567, 222), (7741, 58078, 302)]
Less than Three epochs:    4.97573	  31.92168	  2.7780	[(7129, 56569, 100), (7741, 58078, 527)]
Less than Three epochs:    6.91330	  32.78271	  2.5286	[(7130, 56568, 68), (7741, 58078, 870)]
Less than Three epochs:    5.42865	  35.78323	  2.7337	[(7132, 56565, 506), (7743, 58107, 726)]
Less than Three epochs:    3.42142	  31.41847	  2.5500	[(7127, 56566, 8), (7745, 58077, 817)]
Less than Three epochs:    3.52090	  32.80837	  3.1728	[(7129, 56569, 654), (7745, 58077, 822)]
Less than Three epochs:    0.13817	  32.59182	  2.2145	[(6498, 56565, 864), (7751, 58081, 14)]
Less than Three epochs:  359.17822	  31.68665	  2.7464	[(6498, 56565, 687), (7751, 58081, 83)]
Less than Three epochs:  356.04134	  30.60538	  3.2170	[(6499, 56571, 856), (7752, 58072, 499)]
Less than Three epochs:  355.87566	  32.41038	  1.9300	[(7137, 56566, 852), (7760, 58080, 214)]
Less than Three epochs:  354.89120	  32.80508	  2.4343	[(7137, 56566, 654), (7760, 58080, 647)]
Less than Three epochs:  355.23516	  30.98095	  3.1661	[(6499, 56571, 680), (7761, 58071, 930)]
Less than Three epochs:  345.49961	  31.37446	  2.5590	[(6505, 56560, 106), (7764, 58042, 492)]
Less than Three epochs:  347.61179	  32.09978	  3.9948	[(6504, 56540, 138), (7764, 58042, 842)]
Less than Three epochs:  347.64614	  32.83491	  2.7430	[(6504, 56540, 922), (7764, 58042, 908)]
Less than Three epochs:  348.34312	  31.87240	  2.1646	[(6503, 56564, 570), (7764, 58042, 995)]
Less than Three epochs:  349.48450	  31.64982	  3.1427	[(6503, 56564, 234), (7765, 58047, 354)]
Less than Three epochs:  349.24098	  31.60423	  1.9445	[(6503, 56564, 276), (7765, 58047, 398)]
Less than Three epochs:  349.31061	  32.45591	  2.0617	[(6503, 56564, 746), (7765, 58047, 637)]
Less than Three epochs:  352.17018	  29.61144	  2.5082	[(6581, 56540, 848), (7767, 58049, 192)]
Less than Three epochs:  350.39902	  30.04247	  2.9783	[(6581, 56540, 544), (7767, 58049, 515)]
Less than Three epochs:  347.54808	  30.71587	  2.1257	[(6584, 56568, 638), (7770, 58044, 554)]
Less than Three epochs:  348.42158	  30.04699	  3.1651	[(6584, 56568, 852), (7770, 58044, 694)]
Less than Three epochs:   21.75288	  -0.76644	  4.0943	[(7818, 56989, 170), (4229, 55501, 337)]
Less than Three epochs:   21.06473	  -0.55513	  2.2550	[(7818, 56989, 365), (4229, 55501, 424)]
Less than Three epochs:   40.62772	  -0.00825	  2.4951	[(7825, 57030, 932), (7822, 57041, 509)]
Less than Three epochs:   40.62772	  -0.00825	  2.4951	[(7825, 57030, 932)]
Less than Three epochs:   36.75821	  -0.43938	  2.3038	[(7828, 57039, 384), (9376, 58072, 744)]
Less than Three epochs:   36.27111	   0.29258	  2.4431	[(7828, 57039, 532)]
Less than Three epochs:   37.91473	   0.29955	  2.3739	[(7828, 57039, 845), (9373, 58096, 855)]
Less than Three epochs:   34.02667	   1.25266	  2.2310	[(7830, 57043, 301), (4267, 55484, 288)]
Less than Three epochs:   35.93400	  -0.55127	  2.2620	[(7831, 57016, 10), (9376, 58072, 568)]
Less than Three epochs:   35.42996	  -0.30110	  2.6416	[(7831, 57016, 196), (4237, 55478, 280)]
Less than Three epochs:   34.02552	  -0.35139	  2.2255	[(7834, 56979, 39), (4236, 55479, 194)]
Less than Three epochs:   30.27146	   0.10499	  1.2168	[(7837, 56987, 650), (3609, 55201, 620)]
Less than Three epochs:   27.60184	   0.74251	  2.0009	[(7839, 56900, 207), (4233, 55449, 558)]
Less than Three epochs:   27.12423	   1.50418	  3.0628	[(4273, 55506, 334), (7839, 56900, 307)]
Less than Three epochs:   27.70347	   0.69060	  3.7037	[(7840, 57003, 637)]
Less than Three epochs:   26.88992	   0.05647	  2.0289	[(7843, 56902, 980), (9377, 58098, 796)]
Less than Three epochs:   23.18877	  -0.76944	  1.4744	[(7847, 57012, 409), (4229, 55501, 56)]
Less than Three epochs:    5.44466	  -0.81333	  2.4959	[(7865, 56955, 748), (4219, 55480, 216)]
Less than Three epochs:   16.41983	  -0.55387	  1.1787	[(7874, 57279, 316), (9388, 58074, 799)]
Less than Three epochs:   15.67100	  -0.70246	  1.7480	[(7874, 57279, 433), (9388, 58074, 608)]
Less than Three epochs:   18.11502	  -1.20602	  1.7586	[(7875, 56980, 754), (4227, 55481, 362)]
Less than Three epochs:  242.43060	  52.43082	  2.7127	[(8066, 57544, 62)]
Less than Three epochs:  173.08903	  50.62495	  1.7837	[(8159, 57064, 224), (966, 52642, 579)]
Less than Three epochs:  171.12619	  51.25126	  1.9215	[(8160, 57071, 930), (8159, 57064, 508)]
Less than Three epochs:  169.68815	  50.66957	  2.3408	[(8160, 57071, 307), (6692, 56390, 868)]
Less than Three epochs:  168.98034	  51.34618	  1.6920	[(8160, 57071, 650), (878, 52353, 192)]
Less than Three epochs:  163.56880	  51.39057	  2.3411	[(8162, 56993, 862), (6706, 56385, 414)]
Less than Three epochs:  173.52867	  52.99972	  1.7646	[(8163, 57049, 433), (6690, 56416, 598)]
Less than Three epochs:  175.18180	  53.41083	  0.5304	[(8163, 57049, 814), (6690, 56416, 746)]
Less than Three epochs:  175.97840	  54.27309	  2.8583	[(8163, 57049, 902), (6697, 56419, 86)]
Less than Three epochs:  163.48176	  51.65462	  3.3162	[(8166, 57130, 177), (6706, 56385, 381)]
Less than Three epochs:  161.69099	  51.39260	  1.7352	[(8167, 57071, 20), (6702, 56381, 786)]
Less than Three epochs:  155.84507	  50.08355	  1.6034	[(8168, 56992, 263), (1008, 52707, 124)]
Less than Three epochs:  174.34518	  54.69869	  2.7556	[(8170, 57131, 2), (6697, 56419, 740)]
Less than Three epochs:  168.45053	  54.16112	  3.7860	[(8171, 57135, 228), (6705, 56636, 842)]
Less than Three epochs:  166.20661	  55.35936	  2.0094	[(8171, 57135, 560), (7101, 56659, 298)]
Less than Three epochs:  167.36191	  55.19218	  1.8631	[(8171, 57135, 623), (6705, 56636, 662)]
Less than Three epochs:  167.33700	  54.87617	  1.9458	[(8171, 57135, 694), (6705, 56636, 706)]
Less than Three epochs:  162.33027	  53.70049	  2.1024	[(8172, 57423, 412), (6703, 56636, 902)]
Less than Three epochs:  162.06187	  54.93341	  2.6652	[(8172, 57423, 534), (6704, 56388, 974)]
Less than Three epochs:  159.82844	  54.10722	  3.1186	[(8173, 57375, 807), (6704, 56388, 298)]
Less than Three epochs:  158.01956	  52.37324	  1.8206	[(8174, 57374, 39), (6695, 56628, 232)]
Less than Three epochs:  150.82912	  52.25176	  3.3167	[(8175, 57039, 600), (5737, 56381, 54)]
Less than Three epochs:  153.15598	  51.94302	  2.2207	[(8175, 57039, 887), (6687, 56602, 282)]
Less than Three epochs:  167.36327	  55.68904	  3.4601	[(8177, 57374, 411), (7101, 56659, 144)]
Less than Three epochs:  167.47000	  57.20584	  1.8882	[(8177, 57374, 614), (7102, 56666, 89)]
Less than Three epochs:  168.42617	  58.06880	  2.1447	[(8177, 57374, 710), (7102, 56666, 22)]
Less than Three epochs:  163.92239	  56.74075	  1.8387	[(8178, 57428, 700)]
Less than Three epochs:  156.15596	  55.88369	  1.9538	[(8180, 57345, 754), (947, 52411, 243)]
Less than Three epochs:  152.63259	  53.36818	  2.0455	[(8181, 57073, 227), (6687, 56602, 615)]
Less than Three epochs:  149.30263	  51.34970	  2.1151	[(8182, 56993, 208), (5738, 56002, 978)]
Less than Three epochs:  150.23280	  52.83012	  1.7993	[(8182, 56993, 933), (903, 52400, 425)]
Less than Three epochs:  153.07982	  55.41183	  1.6686	[(8187, 57423, 130), (945, 52652, 625)]
Less than Three epochs:  152.55274	  56.08903	  2.1394	[(8187, 57423, 232)]
Less than Three epochs:  151.36762	  55.50149	  2.0333	[(8187, 57423, 378), (946, 52407, 319)]
Less than Three epochs:  150.63433	  56.98320	  2.0546	[(8187, 57423, 578), (558, 52317, 109)]
Less than Three epochs:  147.64628	  56.04811	  2.1775	[(8188, 57348, 621), (5743, 56011, 644)]
Less than Three epochs:  149.75519	  55.06896	  2.1694	[(8188, 57348, 892), (5743, 56011, 122)]
Less than Three epochs:  157.00970	  59.48518	  0.5355	[(8189, 57448, 715), (7089, 56661, 658)]
Less than Three epochs:  143.11903	  55.89579	  0.8782	[(8192, 57348, 320), (556, 51991, 251)]
Less than Three epochs:  139.93557	  56.04539	  1.7964	[(8196, 57346, 261), (5725, 56625, 675)]
Less than Three epochs:  136.88154	  58.19502	  1.8940	[(8197, 57064, 92), (5708, 56605, 150)]
Less than Three epochs:  135.55175	  59.40441	  0.4511	[(8197, 57064, 805)]
Less than Three epochs:  208.33361	  58.71011	  2.3073	[(8199, 57428, 740), (6809, 56454, 206)]
Less than Three epochs:  209.79356	  56.60482	  2.2498	[(8203, 57428, 946), (6801, 56487, 742)]
Less than Three epochs:  202.17416	  52.72656	  2.4045	[(8207, 57431, 4), (6758, 56415, 28)]
Less than Three epochs:  203.70363	  51.96212	  3.2438	[(8208, 57430, 263), (6738, 56424, 840)]
Less than Three epochs:  204.00078	  53.23213	  1.9101	[(8208, 57430, 769), (1042, 52725, 182)]
Less than Three epochs:  203.81002	  53.30162	  1.8786	[(8208, 57430, 770), (1041, 52724, 39)]
Less than Three epochs:  204.16420	  51.76814	  2.2185	[(8211, 57423, 783), (6740, 56401, 507)]
Less than Three epochs:  203.97340	  51.79559	  1.8263	[(8211, 57423, 784)]
Less than Three epochs:  184.15008	  54.53312	  1.9046	[(8214, 57867, 380)]
Less than Three epochs:  181.18379	  51.86697	  2.3994	[(8219, 57429, 442), (6682, 56390, 450)]
Less than Three epochs:  187.12494	  52.04497	  3.0381	[(8220, 57432, 127), (6681, 56419, 122)]
Less than Three epochs:  194.15768	  52.75827	  2.0341	[(8222, 57431, 832), (886, 52381, 549)]
Less than Three epochs:  196.92136	  50.51847	  0.7016	[(8223, 57429, 297), (1281, 52753, 361)]
Less than Three epochs:  197.51314	  52.39933	  1.6522	[(8223, 57429, 828), (887, 52376, 558)]
Less than Three epochs:  175.92068	  52.05093	  1.8164	[(8224, 57378, 542), (881, 52368, 313)]
Less than Three epochs:  180.53687	  51.32307	  1.9488	[(8225, 57375, 694), (6683, 56416, 78)]
Less than Three epochs:  179.82059	  52.23094	  2.1626	[(8228, 57423, 121), (6689, 56396, 88)]
Less than Three epochs:  178.09981	  52.77419	  2.1264	[(8228, 57423, 386), (6689, 56396, 366)]
Less than Three epochs:  178.59238	  53.99941	  2.7597	[(8228, 57423, 716), (6689, 56396, 760)]
Less than Three epochs:  179.74240	  54.32249	  2.3726	[(8228, 57423, 830), (6839, 56425, 47)]
Less than Three epochs:  177.53190	  54.46031	  3.5525	[(8230, 57430, 126), (6689, 56396, 630)]
Less than Three epochs:  175.73573	  55.15647	  1.8484	[(8230, 57430, 371), (6697, 56419, 882)]
Less than Three epochs:  177.21516	  56.69000	  1.7728	[(8230, 57430, 863), (1312, 52781, 254)]
Less than Three epochs:  123.56983	  43.90142	  1.7024	[(8278, 56990, 240), (547, 52207, 396)]
Less than Three epochs:  123.05814	  43.28776	  1.7366	[(8278, 56990, 306), (547, 52207, 308)]
Less than Three epochs:  122.94983	  42.94870	  2.0206	[(8278, 56990, 367), (546, 52205, 417)]
Less than Three epochs:  126.94645	  42.87808	  2.0379	[(8279, 57063, 169)]
Less than Three epochs:  128.84490	  42.71620	  0.8063	[(8280, 57061, 366), (4683, 55924, 338)]
Less than Three epochs:  132.86758	  44.85424	  1.9896	[(8281, 57042, 743), (4684, 56226, 784)]
Less than Three epochs:  142.00719	  43.35149	  2.8025	[(8284, 57419, 264), (4639, 55944, 966)]
Less than Three epochs:  149.33901	  44.11193	  1.4686	[(8287, 57401, 522), (4694, 55649, 214)]
Less than Three epochs:  151.05012	  44.00801	  1.8670	[(8287, 57401, 738), (4693, 55632, 414)]
Less than Three epochs:  154.51314	  44.30702	  1.9726	[(8288, 57419, 770), (4692, 55644, 342)]
Less than Three epochs:  122.44709	  40.96571	  1.9134	[(8292, 57373, 176), (3803, 55513, 882)]
Less than Three epochs:  125.08451	  40.85637	  2.0125	[(8293, 57361, 235), (760, 52264, 499)]
Less than Three epochs:  123.30559	  41.69464	  1.7011	[(8293, 57361, 514), (3806, 55505, 530)]
Less than Three epochs:  124.46980	  41.85809	  1.8562	[(8293, 57361, 693), (3806, 55505, 754)]
Less than Three epochs:  127.57215	  41.58934	  2.2115	[(8294, 57365, 680), (3808, 55513, 814)]
Less than Three epochs:  131.03458	  42.54081	  2.9635	[(8295, 57401, 712), (4606, 56223, 714)]
Less than Three epochs:  134.37286	  42.01518	  3.5403	[(8296, 57375, 770), (4604, 55983, 814)]
Less than Three epochs:  134.68146	  41.85983	  1.7294	[(8296, 57375, 815), (830, 52293, 589)]
Less than Three epochs:  134.79336	  42.65315	  1.5524	[(8296, 57375, 827)]
Less than Three epochs:  138.30460	  41.17061	  1.7214	[(8297, 57416, 116), (4641, 55947, 646)]
Less than Three epochs:  137.11110	  41.58249	  2.1228	[(8297, 57416, 378)]
Less than Three epochs:  138.25424	  42.39576	  2.3203	[(8297, 57416, 876), (4603, 55999, 900)]
Less than Three epochs:  141.48935	  41.13580	  1.8047	[(8298, 57390, 110), (4640, 55927, 642)]
Less than Three epochs:  144.73757	  41.47257	  1.9570	[(8299, 57346, 79), (4571, 55629, 635)]
Less than Three epochs:  144.42614	  40.56425	  2.2572	[(8299, 57346, 168), (4571, 55629, 452)]
Less than Three epochs:  143.38874	  41.08968	  2.1600	[(8299, 57346, 304), (4640, 55927, 924)]
Less than Three epochs:  142.56789	  42.38640	  1.7955	[(8299, 57346, 544), (4638, 55956, 428)]
Less than Three epochs:  143.18021	  41.70858	  1.9804	[(8299, 57346, 656), (4638, 55956, 374)]
Less than Three epochs:  146.67751	  41.58771	  1.8855	[(8300, 57391, 275), (4571, 55629, 952)]
Less than Three epochs:  154.12409	  41.17341	  2.2245	[(8302, 57389, 34), (4562, 55570, 770)]
Less than Three epochs:  154.18678	  40.55825	  1.9355	[(8302, 57389, 82), (4562, 55570, 836)]
Less than Three epochs:  153.16447	  42.72287	  1.7712	[(8302, 57389, 767), (4561, 55614, 280)]
Less than Three epochs:  153.68784	  42.26844	  1.9552	[(8302, 57389, 886)]
Less than Three epochs:  168.36843	  43.90356	  1.7788	[(8360, 57452, 34), (4685, 55657, 969)]
Less than Three epochs:  161.57220	  42.11414	  1.7712	[(8365, 57450, 606), (4628, 55646, 660)]
Less than Three epochs:  163.77211	  41.98020	  2.6614	[(8365, 57450, 970), (4628, 55646, 20)]
Less than Three epochs:  164.22897	  42.11682	  1.9316	[(8366, 57432, 530), (1362, 53050, 63)]
Less than Three epochs:  164.36764	  42.05858	  3.1677	[(8366, 57432, 564), (4624, 55654, 696)]
Less than Three epochs:  167.61832	  42.00670	  3.2791	[(8367, 57429, 568), (4620, 55652, 804)]
Less than Three epochs:  207.47444	  44.53191	  2.1359	[(8380, 57520, 777), (6628, 56366, 74)]
Less than Three epochs:  178.69223	  42.37246	  2.8083	[(8381, 57512, 918), (6639, 56385, 334)]
Less than Three epochs:  179.94626	  41.61643	  2.9519	[(8382, 57513, 440), (6634, 56367, 490)]
Less than Three epochs:  184.34784	  41.49573	  1.7647	[(8383, 57518, 214), (6632, 56366, 825)]
Less than Three epochs:  192.19186	  40.96615	  1.8245	[(8386, 57518, 417), (1985, 53431, 528)]
Less than Three epochs:  194.51305	  42.63670	  1.9548	[(8386, 57518, 948), (6619, 56371, 128)]
Less than Three epochs:  208.19322	  42.65655	  2.0492	[(8392, 57483, 632)]
Less than Three epochs:  215.53622	  56.99196	  1.8668	[(1161, 52703, 325), (8398, 57870, 572)]
Less than Three epochs:  215.88989	  57.65266	  1.9001	[(789, 52342, 229), (8398, 57870, 588)]
Less than Three epochs:  224.19939	  50.13118	  1.8323	[(8401, 57482, 106), (6726, 56394, 240)]
Less than Three epochs:  223.03391	  50.36626	  1.9067	[(8401, 57482, 335), (6726, 56394, 628)]
Less than Three epochs:  219.13439	  50.23435	  2.7839	[(8404, 57481, 312), (6725, 56390, 461)]
Less than Three epochs:  218.41811	  51.33870	  1.8597	[(8404, 57481, 566), (6718, 56398, 326)]
Less than Three epochs:  216.61675	  50.04676	  2.3278	[(8406, 57513, 192), (6747, 56388, 862)]
Less than Three epochs:  233.55282	  50.56815	  2.1299	[(796, 52401, 293), (8407, 57839, 391)]
Less than Three epochs:  234.65422	  52.43200	  2.0789	[(795, 52378, 570), (8407, 57839, 954)]
Less than Three epochs:  223.46971	  56.20558	  2.7458	[(8408, 57874, 682)]
Less than Three epochs:  238.51982	  54.50970	  2.0155	[(619, 52056, 178), (8413, 57897, 468)]
Less than Three epochs:  229.34617	  54.47728	  1.9845	[(793, 52370, 36), (8415, 57893, 24)]
Less than Three epochs:  226.65103	  56.70907	  2.0722	[(612, 52079, 261), (8416, 57894, 194)]
Less than Three epochs:  232.84077	  49.80891	  1.6470	[(8430, 57488, 830), (6728, 56426, 910)]
Less than Three epochs:  227.80769	  49.09928	  1.3620	[(8431, 57482, 606), (1330, 52822, 475)]
Less than Three epochs:  221.06782	  48.79345	  2.3656	[(8433, 57488, 710), (6731, 56385, 1000)]
Less than Three epochs:  218.80791	  48.69704	  1.8931	[(8434, 57484, 889), (1047, 52733, 264)]
Less than Three epochs:  214.20035	  48.83692	  2.9953	[(8435, 57487, 53), (6746, 56386, 35)]
Less than Three epochs:  238.51078	  48.49751	  1.7481	[(812, 52352, 186), (8437, 57894, 302)]
Less than Three epochs:  238.87252	  49.53194	  1.8339	[(812, 52352, 573), (8437, 57894, 753)]
Less than Three epochs:  224.35004	  45.36607	  0.7182	[(8489, 57483, 83), (1676, 53147, 449)]
Less than Three epochs:  222.85771	  45.52934	  2.3954	[(8489, 57483, 337), (6046, 56096, 826)]
Less than Three epochs:  225.88724	  44.02242	  2.0404	[(8490, 57104, 108), (6047, 56098, 818)]
Less than Three epochs:  224.06354	  43.37149	  1.9621	[(8490, 57104, 402), (6047, 56098, 464)]
Less than Three epochs:  223.93682	  44.18042	  1.9124	[(8490, 57104, 424), (6046, 56096, 976)]
Less than Three epochs:  219.58839	  45.56970	  1.9680	[(8491, 57488, 289), (6057, 56099, 902)]
Less than Three epochs:  216.51833	  45.18923	  1.4292	[(8495, 57481, 254), (6056, 56092, 922)]
Less than Three epochs:  215.08719	  46.75624	  2.8365	[(8495, 57481, 555), (6752, 56366, 498)]
Less than Three epochs:  215.34993	  46.55499	  3.3777	[(8495, 57481, 559), (6751, 56368, 62)]
Less than Three epochs:  216.54416	  44.19002	  2.6596	[(8501, 57519, 960), (6056, 56092, 70)]
Less than Three epochs:  216.36845	  42.54690	  1.8139	[(8502, 57512, 587), (6059, 56093, 998)]
