7853-56988-0370	-1.0995247147	-2.12012592283	-0.99087123407	23127.3701325	27413818.7934	11992.0931543
7853-56988-0325	-0.649678940609	-0.998491743284	-0.94806888066	1582.41093708	20896.9561292	14002.5845773
7864-56979-0441	-0.295479460389	-0.644602040732	-0.398645878757	50.6206633418	1321.63157347	117.84542955
7864-56979-0618	-1.33480196712	-1.39012912574	-1.32760187895	166227.319199	196561.277299	152433.077768
7864-56979-0710	-0.184343158039	0.0512573165702	0.0787922928439	32.0867784159	4.56974293517	3.21825064631
7864-56979-0220	-0.861852063894	-1.32865974715	-0.926220772871	4509.71749915	210420.983574	8859.20539841
7854-56989-0326	-1.28699741622	-1.76784757765	-1.64783763595	232217.243956	9912832.32789	4141868.33308
7865-56955-0748	-1.34069161675	-1.56293425592	-1.34322387534	175813.170682	1125195.53743	248959.826643
7868-57006-0512	-1.20952758554	-1.690048183	-2.05121418129	156004.27066	3899037.13978	52576526.7136
7855-57011-0082	-0.88904708215	-1.23563855583	-1.23699476426	3169.62644778	49407.4953871	45449.1973617
7868-57006-0716	-1.12594611149	-1.41315335205	-1.38269823354	39433.2982842	356689.486756	312319.418751
7868-57006-0904	0.184551206623	0.206965756483	-0.334920472932	0.768488928999	0.81226422142	51.9896459295
7870-57016-0508	-1.48335929623	-1.45045538936	-1.35268073116	780950.762773	593462.476002	300170.990096
7870-57016-0432	-1.2424959258	-1.00149386615	-1.2199958677	171949.644181	19233.8219178	118754.541181
7870-57016-0855	-1.81110634358	-1.96944352556	-1.63427093235	5708235.39943	18022587.2879	1596344.89168
7870-57016-0080	-1.19248994889	-1.36307689572	-1.35298973803	35243.0624445	113584.589013	145992.523109
7870-57016-0962	-0.843240264361	-0.869183941095	-0.7686598485	2820.34091924	3777.84225098	1414.9713239
7875-56980-0754	-1.42000141323	-1.65588836032	-1.46387639475	1287154.6482	6795273.60779	1529616.19379
7876-57002-0324	-1.80042495934	-1.86436950433	-1.80496477822	24056676.8519	37720601.8902	25509843.3088
7876-57002-0916	-0.848617676547	-0.54566446196	-0.676291518819	10491.4939729	660.117969415	2395.64948896
7818-56989-0365	-1.16235919955	-1.47502570504	-1.13918551115	60736.7408439	503907.313256	39481.9455155
7818-56989-0768	-0.761343306652	-1.29225006801	-0.739608476067	3011.12157831	109825.750703	1909.09086287
7860-57006-0296	-0.589517186755	-0.405019912327	-0.660927599762	778.125343973	145.742169075	1043.01371683
7847-57012-0178	-0.963898198013	nan	-0.695984817995	36174.815656	nan	3400.37768557
7843-56902-0154	-0.794547383085	-0.892185453166	-1.71027881615	2766.33142546	7682.49110327	2461380.247
7844-56982-0716	-1.55842801308	-1.03926595703	-1.46253160845	1369833.34351	25172.6779829	899872.359764
7839-56900-0207	-1.19145971019	-0.767099344674	-0.657868777006	42539.7239007	1958.4795136	883.330921679
7840-57003-0637	-1.11023707587	0.442016643413	-1.60995759932	48110.9425024	0.476354144885	1472912.26124
7837-56987-0421	-0.92939342564	-0.944716445375	-1.22192438532	15908.405397	17887.8781624	126040.705286
7834-56979-0039	-0.814147402447	-1.31801322246	-1.10838052007	6723.38779624	238206.955118	48358.8062784
7830-57043-0301	-0.322565084533	-0.425226767928	-0.500055302118	118.948389517	272.885693151	675.219197654
7831-57016-0948	-0.867356200872	-1.30979716735	-1.11934775106	5080.6591755	94728.2548493	20350.104567
7828-57039-0738	-1.00463523417	-1.20134895298	-0.366700065243	30487.0160566	108718.284999	191.296885539
7828-57039-0845	-1.66064795486	-1.89210949329	-1.5631278638	1409080.16513	11021849.4009	916628.044607
7828-57039-0116	-1.09154641163	-1.15257536212	-1.66379207154	46894.6094894	45996.6978659	2957576.19493
7825-57030-0360	-0.948234339361	-0.932059741837	-0.544488144074	6196.54917112	7565.4004456	212.516261418
7825-57030-0760	-1.68998270369	-1.73596890015	-1.17014115843	2086504.34952	2891502.98292	36090.5617836
7822-57041-0509	0.955164384525	0.665419086321	0.69305633139	0.00339528741643	0.033570519341	0.0252981607337
7822-57041-0529	-0.731214815132	-0.929895810706	-1.99882982386	3836.69795788	14925.7363628	63456364.9974
7822-57041-0393	-0.940496527152	-0.743064553212	-0.977684299513	9338.4621227	2188.21800553	10820.9159594
7822-57041-0690	0.0231428017085	-0.131386909185	-1.92086262424	4.9840439981	18.3718594655	6292568.93327
7822-57041-0189	-0.640988897188	-1.29691880324	-0.724555179618	650.967339435	89403.0006552	988.67012685
7822-57041-0918	-0.444410371464	-0.640363161201	-0.758628252737	307.987105577	1277.90522045	3699.55435041
7820-56984-0541	-0.631344028064	-0.681834120609	-1.13782919588	1033.83908258	1251.74179413	40409.7910088
7820-56984-0576	-1.02178398979	-1.51268969073	-1.30672848144	23860.5693206	1013337.37884	226916.531292
7820-56984-0662	-1.64999830792	-1.16010541861	-1.05590686344	803403.81336	25681.8687284	16201.5335217
7820-56984-0822	-1.22116224188	-1.03866241499	-1.76968711683	65201.6792993	14399.3135207	1142395.13177
8276-57067-0744	-1.42049833562	-1.63667339311	-1.53238993541	355448.807099	1977879.01905	783257.035534
8277-57073-0716	-0.592805830992	-0.490963178264	-0.676089224066	935.436410466	394.555062536	1619.95883051
7317-56992-0693	0.528512324793	0.411157341551	-0.241169267975	0.0831543683476	0.206383565739	15.0227416274
7324-56935-0123	-0.913734406385	0.0553409719921	-0.496235332345	9550.48526435	5.23288725042	439.624746364
7317-56992-0127	-0.694783084903	-0.545593274156	-0.762892057235	1744.76948005	534.010800998	2823.72404968
7309-56991-0482	-1.55773319988	-1.4010427823	-1.44534648854	1278774.53862	383745.264471	548129.482298
8279-57063-0827	-0.598777415688	-0.170703619106	-0.094603183256	1837.37525666	90.5727128993	45.4101973068
8280-57061-0257	-1.85073946447	-1.29919982357	-1.30805339012	28207630.4343	190674.205054	345669.47941
8280-57061-0902	-1.6061930203	-0.977283991037	-0.273773369067	1410165.12492	13542.2157085	90.4995738617
7276-57061-0804	-1.47063765317	-1.5501745801	-2.00832314892	343907.80406	757999.044255	12373690.5369
8281-57042-0743	-1.08204930022	-0.675814470353	-1.22010541831	22380.8757997	823.360991314	45694.4850858
7279-57071-0863	0.24254889721	0.242455787667	0.334460142044	1.44654988443	1.20459476034	0.509857804749
7278-57041-0358	-0.666646497544	-1.35048232568	-1.2151711416	918.697761998	116149.191614	64481.4855929
7295-57067-0702	-1.57756292073	-1.4957061582	-1.74124285044	1743578.28744	898736.313011	6099912.24651
8282-57041-0904	-1.57988101431	-1.62628587913	-1.39262646595	1124138.75911	2232809.57095	260080.14582
8197-57064-0092	-1.38338220738	-1.47012112173	-1.30728990779	322833.663798	616908.641788	135892.094073
7288-57039-0902	-0.374580684856	-0.267746695204	-0.703449941901	63.2975899194	33.5847153116	809.014024405
7275-57093-0297	-0.664703186614	-0.515603686626	-0.578208191162	671.24714888	221.631934475	356.642135661
7278-57041-0828	-1.11625227913	-1.52079991143	-1.1335326123	20142.1004614	690091.097593	22743.1189724
7278-57041-0878	-1.51648629004	-1.75337400634	-1.598780414	1223781.58911	7295782.98081	1902177.32105
7314-56990-0294	-0.65054694083	-0.388854805949	-0.198993227315	909.028613409	87.8711065583	48.8164564978
8283-57064-0602	-1.71133260824	-1.58290800314	-1.33771267129	6619797.31809	3138765.28701	418217.492984
7288-57039-0017	-1.07960086112	-1.13386082398	-1.23977371641	40185.1967361	53786.6105027	156603.184346
8283-57064-0642	-1.20195461398	-0.477248351814	-0.956484151944	173907.608178	666.700886454	24765.1021374
7305-56991-0823	0.306251657318	0.338935762183	0.566516477328	0.757419151712	0.741875570823	0.139097021918
7275-57093-0903	-1.49263020671	-1.03618533553	-0.722851393707	639081.963845	16471.7526176	1327.00471492
7314-56990-0040	-1.86980487499	-1.72292058699	-2.07683917949	10756256.0213	3623809.0622	35100574.0841
7290-57073-0197	-1.62740816781	-1.52087614205	-1.70640221201	929900.101427	383779.398544	992755.558193
7285-56991-0108	-1.55248622707	-1.52486195328	-1.37983842369	1767849.69255	1260157.50806	385950.169731
7297-57040-0946	-1.99034169133	-1.62694099878	-1.66500948909	89475039.5276	6434160.74007	7892289.43209
7291-56992-0175	-1.02914262281	-1.26043263221	-1.3314390114	6038.37953243	97391.6517822	76134.2097547
7291-56992-0102	-1.4775442151	-1.49856954543	-1.49558814408	3540338.33408	3913047.06539	3212390.38005
8285-57048-0744	-0.991530312506	-1.25444722111	-1.35892640349	6020.15022029	85336.4334893	134741.571703
7283-57063-0724	-0.68765261874	-0.819786275957	-1.32380328968	1305.78475728	4833.61737372	218564.806898
7283-57063-0196	-0.855498354444	-0.908328601706	-1.41690083576	6025.83191476	7599.47872837	403649.610591
